2021-11-28 21:19:25,672 [main] INFO  c.o.p.O.OtpProjectApplication                      - Started OtpProjectApplication in 3.368 seconds (JVM running for 4.427)
2021-11-28 21:19:38,605 [https-jsse-nio-8080-exec-4] INFO  o.a.c.c.C.[.[.[/]                                  - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-11-28 21:19:38,605 [https-jsse-nio-8080-exec-4] INFO  o.s.w.s.DispatcherServlet                          - Initializing Servlet 'dispatcherServlet'
2021-11-28 21:19:38,607 [https-jsse-nio-8080-exec-4] INFO  o.s.w.s.DispatcherServlet                          - Completed initialization in 2 ms
2021-11-28 21:19:39,637 [https-jsse-nio-8080-exec-2] INFO  o.s.a.AbstractOpenApiResource                      - Init duration for springdoc-openapi is: 483 ms
2021-11-28 21:20:44,725 [https-jsse-nio-8080-exec-1] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:7, serverValue:4762}] to cluster-shard-00-01.rsfzu.mongodb.net:27017
2021-11-28 21:20:44,810 [https-jsse-nio-8080-exec-1] INFO  c.o.p.O.c.OTPController                            - for informational purpose
2021-11-28 21:20:44,811 [https-jsse-nio-8080-exec-1] WARN  c.o.p.O.c.OTPController                            - for warning purpose
2021-11-28 21:20:44,811 [https-jsse-nio-8080-exec-1] ERROR c.o.p.O.c.OTPController                            - for logging errors
2021-11-28 21:22:12,302 [RMI TCP Connection(6)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2021-11-28 21:22:12,428 [RMI TCP Connection(6)-127.0.0.1] INFO  o.m.d.connection                                   - Closed connection [connectionId{localValue:7, serverValue:4762}] to cluster-shard-00-01.rsfzu.mongodb.net:27017 because the pool has been closed.
2021-11-30 14:37:21,355 [background-preinit] INFO  o.h.v.i.u.Version                                  - HV000001: Hibernate Validator 6.2.0.Final
2021-11-30 14:37:21,418 [main] INFO  c.o.p.O.OtpProjectApplication                      - Starting OtpProjectApplication using Java 17 on Divakar-021 with PID 10036 (C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject\target\classes started by Divakar_Verma in C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject)
2021-11-30 14:37:21,423 [main] INFO  c.o.p.O.OtpProjectApplication                      - No active profile set, falling back to default profiles: default
2021-11-30 14:37:22,366 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2021-11-30 14:37:22,449 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Finished Spring Data repository scanning in 75 ms. Found 1 MongoDB repository interfaces.
2021-11-30 14:37:22,994 [main] INFO  o.s.b.w.e.t.TomcatWebServer                        - Tomcat initialized with port(s): 8080 (https)
2021-11-30 14:37:23,012 [main] INFO  o.a.c.h.Http11NioProtocol                          - Initializing ProtocolHandler ["https-jsse-nio-8080"]
2021-11-30 14:37:23,013 [main] INFO  o.a.c.c.StandardService                            - Starting service [Tomcat]
2021-11-30 14:37:23,013 [main] INFO  o.a.c.c.StandardEngine                             - Starting Servlet engine: [Apache Tomcat/9.0.55]
2021-11-30 14:37:23,196 [main] INFO  o.a.c.c.C.[.[.[/]                                  - Initializing Spring embedded WebApplicationContext
2021-11-30 14:37:23,196 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext     - Root WebApplicationContext: initialization completed in 1690 ms
2021-11-30 14:37:24,708 [main] INFO  o.m.d.cluster                                      - Cluster created with settings {hosts=[127.0.0.1:27017], srvHost=cluster.rsfzu.mongodb.net, mode=MULTIPLE, requiredClusterType=REPLICA_SET, serverSelectionTimeout='30000 ms', requiredReplicaSetName='atlas-q5pul7-shard-0'}
2021-11-30 14:37:25,738 [cluster-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-00.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-30 14:37:25,807 [cluster-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-01.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-30 14:37:25,808 [cluster-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-02.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-30 14:37:26,438 [cluster-rtt-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-cluster-shard-00-02.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:5, serverValue:51504}] to cluster-shard-00-02.rsfzu.mongodb.net:27017
2021-11-30 14:37:26,438 [cluster-rtt-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-cluster-shard-00-01.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:3, serverValue:54079}] to cluster-shard-00-01.rsfzu.mongodb.net:27017
2021-11-30 14:37:26,438 [cluster-ClusterId{value='61a5e9cc51c350669e0dabbf', description='null'}-cluster-shard-00-00.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:1, serverValue:51919}] to cluster-shard-00-00.rsfzu.mongodb.net:27017
